tweetId,date,username,tweet,label,cleantweet
1370936382839951366,2021-03-14 03:14:39,hikmatnurulF,Kerja wfh ga ada batasan waktu capekkk,0,kerja wfh enggak batas waktu cape
1410772124730413058,2021-07-02 01:27:40,ciwicantiq,"Enak bgt orang2 wfh. Aku juga wfh sih, work far home.",1,enak banget orang wfh aku wfh sih work far home
1410666036123213827,2021-07-01 18:26:06,kacangketopraak,Gila seharian wfh. Bener2 dari pagi sampe jam segini mantengin laptop n baru bisa main handphone,0,gila hari wfh benar pagi jam gin mantengin laptop baru main handphone
1411221867872985089,2021-07-03 07:14:47,yha_diks,"@hrdbacot Kantor saya juga full WFH, dikasih vitamin, dikasih alat swab, kalau positif bisa ke puskesmas buat swab lagi lalu direimburse

Yang positif kalau tinggal sama keluarga dibayarin kosan isoman sementara, dikasih clover honey, obat juga

Positif gaji tetep Full 100%",1,kantor full wfh kasih vitamin kasih alat swab kalau positif ke puskesmas buat swab lalu direimburse positif kalau tinggal sama keluarga bayar indekos isoman sementara kasih clover honey obat juga positif gaji tetap full
1365548382018629636,2021-02-27 06:24:39,yayunkkkk,@faruqmcgrath masih wfh ke?,1,wfh ke
1410538593156698117,2021-07-01 09:59:41,94ifjun,"Kantor2 udh mulai diminta WFH 100%. Aku ? Berdoa aja gak nambah jam kerja, gapapa libur 2 hari seminggu udh alhamdulillah 😌",1,kantor mulai minta wfh aku doa tambah jam kerja tidak apa apa libur hari minggu alhamdulillah lega
1365104943850422273,2021-02-26 01:02:35,inidilla,"Selama wfh jadi jauuuh lebih produktif, walaupun harus gantian jagain anak, tapi tenaga ga habis di jalan 😂",1,lama wfh jadi jauuuh lebih produktif walaupun ganti jaga anak tenaga enggak habis jalan ketawa
1364943745687248901,2021-02-25 14:22:03,icecupps,Untung sepi karna pada wfh,1,untung sepi pada wfh
1380161803670466579,2021-04-08 14:13:10,Annisaalr13,"Seharian sibuk wfh, melelahkan juga ya bund :)",0,hari sibuk wfh lelah ya bunda
1369195426964860934,2021-03-09 07:56:42,dumbodums,Wfh alhamdulillah...,1,wfh alhamdulillah
1375356963886751747,2021-03-26 08:00:27,ubsi_cs10,"perlindungan oleh Tuhan YME.
.
Jaga kesehatan kita, untuk kebagian orang di sekitar.
.
Kuliah...? BSI Aja !!
.
#kuliahbsiaja #bsi #ubsi #universitasbinasranainformatika #universitasbsi #kampus #kuliahonline #online #wfh #workfromhome #newnormal #kerjaonline #kerja #kuliah",1,lindung tuhan yme jaga sehat kita bagi orang sekitar kuliah bsi
1365355880984711169,2021-02-26 17:39:43,astyrannosaurrr,"@kenemotoji Minsik wfh(Wamil From Home) keknya, mana main Clubhouse anying 😭 dahla puyeng mending gw hype BigNa dulu 😭✋🏻",0,minsik wfh wamil from home kek mana main clubhouse anjing nang dahla puyeng mending gue hype bigna dulu nang
1409723802276093954,2021-06-29 04:02:00,bangayep,Wfh ada yg ikut nemenin enak kali ya qiqi,1,wfh yang ikut tani enak kali qiqi
1409072155904536577,2021-06-27 08:52:35,i_am_satria,"Alhamdulillah lengkap min. Masker N95 dijatah 2x/day, vitamin bagi yg butuh, swab PCR /triwulan, rapid antigen lngsung di kantor klo mau BT keluar kota, konsul dokter langsung, nginep di hotel klo positif (naudzubillah). And kebijakan WFH 100% klo ada kasus dan 50% klo dah reda https://t.co/TOC20rVs4g",1,alhamdulillah lengkap min masker jatah x day vitamin yang butuh swab pacar triwulan rapid antigen langsung kantor kalau mau bt keluar kota konsultasi dokter langsung inap hotel kalau positif naudzubillah and bijak wfh kalau kasus kalau reda
1409066677799510017,2021-06-27 08:30:49,chawp1tuta,ni kantor beneran gamau wfh apa ya 😢,0,nih kantor benar mau wfh apa nang
1362804971012427776,2021-02-19 16:43:19,marsmnl,@Akhmadsy_ Iya nih seminggu ini wfh karna nunggu hasil swab wkwk,1,iya nih minggu wfh tunggu hasil swab wkwk
1368022753014546435,2021-03-06 02:16:55,setereikize,"Seminggu wfh jadi ketagihan Ya Allah, jd males kalo suruh balik ke kantor 💔😭😭",1,minggu wfh jadi tagih allah jadi malas kalau suruh balik kantor putus nang
1362418714906353671,2021-02-18 15:08:28,RoseMiaAP,"Kapan ada lagi jateng Sabtu Minggu dirumah saja den @ganjarpranowo 
Saya seneng.. Soalnya sabtu bisa wfh dan momong.. 😁",1,kapan lagi jawa tengah sabtu minggu rumah den neng soal sabtu wfh momong hehe
1408768188561518593,2021-06-26 12:44:44,selebritalk,"Terapkan WFH Kepada Karyawan, Raffi Ahmad Malah Naikkan Gaji 20 Persen https://t.co/fLOdQZIq4j",1,terap wfh karyawan raffi ahmad malah naik gaji persen
1365192755798896647,2021-02-26 06:51:31,zuhairsohaini,Gilalah kawan aku kena wfh permanently..,0,gila kawan aku kena wfh permanently
1369238556846198785,2021-03-09 10:48:05,mrfauzirinaldi,"Langsung ga mood, udah ga dapet wfh lagi😂",0,langsung enggak mood enggak wfh ketawa
1410827417397043202,2021-07-02 05:07:22,AbsensiMesin,"Pakai https://t.co/vLl9Yq56l7! WFH lebih efektif, pastinya bisa bikin produktivitas karyawanmu meningkat. Kamu juga bisa pakai GRATIS 1 tahun, bebas tanpa biaya tambahan. Pakai absensi online https://t.co/vLl9Yq56l7, kamu bisa absensi, pantau kinerja karyawan, hingga izin kerja https://t.co/cFEibrR0v6",1,pakai wfh lebih efektif pasti bikin produktivitas karyawanmu tingkat kamu pakai gratis tahun bebas biaya tambah pakai absensi online kamu bisa absensi pantau kerja karyawan hingga izin kerja
1410804994912051203,2021-07-02 03:38:16,CNNIDdaily,"Sektor non essensial diwajibkan work from home 100 persen sedangkan sektor essensial dan kritikal diatur work from office dengan protokol kesehatan ketat. 
-
VIDEO: Penjelasan WFH dan WFO Selama Penerapan PPKM Darurat
https://t.co/NqpR7jdAI3",1,sektor non essensial wajib work from home persen sektor essensial kritikal atur work from office protokol sehat ketat - video jelas wfh wfo lama terap ppkm darurat
1364885223406661638,2021-02-25 10:29:30,shibulla,"Mak dok tanya, bila nak balik perak (bersalin n berpantang) kat sana.. huhuhu.. tetiap mggu ad appointment kk/hosp ni mak, cano nk balik

Keje okay lg, sbb wfh je.. tp tula, selalu sgt dpt keje adhoc ni pon xbest jugak 😅",1,mak dok tanya bila nak balik perak salin pantang kat sana huhuhu tetiap mggu appointment kk hosp nih mak cano natural killer balik keje lg wfh je tula selalu sangat keje adhoc nih pon xbest ketawa
1409520865637662726,2021-06-28 14:35:36,BogordailyN,"Mulai Besok, Pemkot Bogor Terapkan Kebijakan WFH Total Bagi ASN https://t.co/6dd8VA2wvt",1,mulai besok perintah kota bogor terap bijak wfh total aparatur sipil negara
1410631408897314822,2021-07-01 16:08:30,Yumi_hanaaeri,"wfh nguntungin atau ngerugiin tergantung kerjaannya apa dan pribadi orangnya kyk apa. klo yang suka dan terbiasa kerja secara individu serta kerjaannya memang sebagian sudah mengandalkan teknologi, wfh sedikit memberikan keuntungan, krn tdk perlu berinteraksi lebih banyak",0,wfh untung rugi gantung kerja apa pribadi orang kayak apa kalau suka biasa kerja individu kerja memang bagi andal teknologi wfh sedikit beri untung tidak perlu interaksi lebih banyak
1409855201637326852,2021-06-29 12:44:08,selebcuit,Bagaimana bisnis bisa tetap jualan saat ada PPKM Darurat dimana #WFH dari 75% menjadi 100% ?,1,bagaimana bisnis tetap jual ada ppkm darurat dari jadi
1410941515170414598,2021-07-02 12:40:45,Arifbudii21,"Bersyukur o KOE KOE seng iseh iso kerjo masio wfh atau apalah itu, seng iseh do sambat krjo wfh ooo nyet gblgg",1,syukur o koe koe seng bisa kerjo wfh apa itu seng do sambat krjo wfh ooo monyet goblok
1409484707884986371,2021-06-28 12:11:55,luvelybe,Seru juga ternyata wfh.. Capek sedikit bisa tiduran bentar &amp; setel lagu 😌😌😌,1,seru nyata wfh cape sedikit tidur bentar amp setel lagu lega
1367347707182936066,2021-03-04 05:34:32,dinaawaliah,"@IndiHomeCare nambah2in masalah hidup yaAllah, ini serumah WFH + SFH jadi ngomel2 doang, udh seminggu lemot + disconnected mulu kerjaannya :)",0,tambah masalah hidup yaallah rumah wfh sfh jadi ngomel doang minggu lemah otak disconnected mulu kerja
1411510031942627329,2021-07-04 02:19:50,BondanM1,Pagi yang Cerah dan Sarapan yang enak #wfh #stayathome #stayhome #dirumahaja #tetapsehat @ Mertoudan Solo Surakarta https://t.co/Nxya4iRazT,1,pagi cerah sarap enak mertoudan solo surakarta
1379684214967136259,2021-04-07 06:35:24,luvrrakk,"Terlalu stress wfh hari kedua, beginilah kelakuan artis Thailand : https://t.co/E2TFF6ygmO",0,terlalu stres wfh hari dua begini laku artis thailand
1411206551725953030,2021-07-03 06:13:55,ashimawan,"WORK FROM HOME

Membuktikan:

1. Banyak kerjaan bisa dikerjakan di luar kantor krn i-net menyatukan &amp; mendekatkan

2. Kantor masa kini ngga butuh gedung besar &amp; banyak kary

3. Semua lembaga (bisnis &amp; non) wajib evaluasi unt susun action plan bg masa depan eksistensinya https://t.co/9HFvajlb4a",1,work from home bukti banyak kerja kerja luar kantor i-net satu amp dekat kantor masa kini butuh gedung besar amp banyak karyawan semua lembaga bisnis amp non wajib evaluasi susun action plan masa depan eksistensi
1410243930776502282,2021-06-30 14:28:48,gestataa,"Tuntutan kerja dilapangan yg semakin banyak dikantor , belom ada nya wfh dikedinasan  juga skrg jd momok yg cukup bikin ngeri",0,tuntut kerja lapang makin banyak kantor ada nya wfh dinas sekarang jadi momok cukup bikin ngeri
1365136390627807236,2021-02-26 03:07:33,Vitalinho_,Alasan lain pengen WFO selain interaksi sama orang adalah koneksi internet yg bagus. WFH pake Indihome sama aja dengan nambah dosa krn marah-marah.,0,alas ingin wfo interaksi sama orang koneksi internet bagus wfh pakai indihome sama dengan tambah dosa marah
1362669851156705283,2021-02-19 07:46:24,zuef_,WFH : ga ngapa2in ditambah hujan tambah boseen g biss keluar2 woy https://t.co/RyVH8T2Kz2,0,wfh enggak apa tambah hujan tambah boseen biss keluar oi
1410561839067385865,2021-07-01 11:32:04,ladilaa,"Kasian spv gue mana lagi wfh diteror mulu soal kerjaan, bukannya istirahat malah pusing🥺",0,kasihan spv gue mana wfh teror mulu soal kerja bukan istirahat malah pusing kasihan
1410500014648938499,2021-07-01 07:26:23,nitanium_,"Bersyukur kalian bisa WFH, kantor gue ada beberapa yg positif tapi masih WFO aeeee 🥺🥺🥺 https://t.co/1ii80B9Fnw",0,syukur kalian wfh kantor gue beberapa positif masih wfo aeeee kasihan
1409488511749615627,2021-06-28 12:27:02,Antara_Jabar,Wali Kota Bandung terbitkan surat edaran pemberlakuan WFH 75 persen - ANTARA News Jawa Barat https://t.co/TCLdmoNEny,1,wali kota bandung terbit surat edar laku wfh persen - news jawa barat
1411183064307351553,2021-07-03 04:40:35,detikfinance,"Selama PPKM darurat, PNS di wilayah Jawa-Bali yang bekerja di sektor non-esensial wajib bekerja di tempat tinggal (work from home /WFH) secara penuh atau 100%. #PPKMdarurat  https://t.co/lGwxQucdGK",1,lama ppkm darurat pegawai negeri sipil wilayah jawa-bali kerja sektor non-esensial wajib kerja tempat tinggal work from home wfh penuh
1388138125449326593,2021-04-30 14:28:14,DMarelas,"Sblm covid.. Orang lain WFH dipermasalahkan sampe segitunya..

Pas mulai covid.. Lu smua pada kegirangan WFH..

Setahun covid.. Mulai deh dramanya.. Srg cuti lah.. Alasan inilah itulah.. Nyusahin orang lain lah.. 

-JANCUK-",0,covid orang wfh masalah segitunya perwira staf mulai covid kamu semua girang wfh tahun covid mulai deh drama sering cuti lah alas ini itu susah orang lah -jancuk-
1409147350392598532,2021-06-27 13:51:23,Akifahhh,Alhamdulillah di wfh in lagi seminggu🤲🥺,1,alhamdulillah wfh in minggu doa kasihan
1410579897701916672,2021-07-01 12:43:49,NopalSiNopal,"Ternyata yang bahaya dari covid ini adalah stressnya, gimana ga stress banyak bgt kerjaan yang gabisa dikerjain dengan wfh, sedangkan mau swab aja susah tai",0,nyata bahaya covid adalah stressnya bagaimana enggak stres banyak banget kerja tidak dikerjain wfh mau swab susah tai
1410913001058619395,2021-07-02 10:47:27,lutfi_randa,wfh enak sihhh... tapi gabut parah dirumh,1,wfh enak sihhh kurang kerja parah dirumh
1411229844000567298,2021-07-03 07:46:28,Muhdianto,@halokurnia Iya sama pengen WFH  tapi gak punya kerjaan,1,iya sama wfh tidak punya kerja
1368789342454304772,2021-03-08 05:03:04,Alfifao,@Nurfikaks Aku udh lama bgt wfh sampe gamau wfo 🥲,1,aku lama banget wfh tidak mau wfo nang
1410232156094287874,2021-06-30 13:42:01,Azzzzhhh,@FikhriRachmawan Kalo dah wfh kesel bgt sumpah kek komunikasi cuma sama hp dan laptop doang😭😭,0,kalau wfh kesal banget sumpah kayak komunikasi cuma sama handphone laptop doang nang
1362961565989801984,2021-02-20 03:05:34,irays__,@caleeida halo wfh numpang ngantor di zen ajaaa,1,halo wfh tumpang ngantor zen
1409443501343854593,2021-06-28 09:28:11,moo_timomo,"Hari pertama akhirnya WFH. Sepertinya harus cari kursi yang enak biar ga pegel-pegel.
Ada saran kah? Second juga gapapa",1,hari pertama akhir wfh seperti cari kursi enak biar enggak gel saran kah second tidak apa apa
1410609596956172300,2021-07-01 14:41:50,365_michi,"@jennisgosal Ah iya wkwkkw
AA player enak bgt, wfh terus anjinglah🤣",1,ah iya wkwk asia afrika player enak bgt wfh terus anjing ketawa
1368927704221900808,2021-03-08 14:12:52,iiimas,"Zzz, ah males wfh gada jam pulang nya 🥺. Udahan dums masi hari senin ini 😔",0,zzz ah malas wfh ada jam pulang nya kasihan udahan dums hari senin murung
1362737982868918275,2021-02-19 12:17:08,putriarpertiwi,"baru sadar badan seharian ini memang lemes banget dikit dikit ketiduran, untung wfh yaolo🥺",1,baru sadar badan hari memang lemas banget sedikit sedikit tidur untung wfh yaolo kasihan
1366175619453648898,2021-02-28 23:57:04,nrzzaniefeb,Kalo papa lagi wfh rasanya kayak lg hari minggu🙃,1,kalau papa wfh rasa kayak hari minggu hmm
1374911078493134848,2021-03-25 02:28:40,gabisatidur__,aduh anjing lagi enaak wfh nengapa di pindah team bangsat,0,aduh anjing enak wfh nengapa pindah tim bangsat
1374352296729976833,2021-03-23 13:28:16,Haniiaulfa,"Pengen wfh, tapi ya gamungkin njirrrr😂",1,wfh ya enggak mungkin njirrrr ketawa
1366033819359268867,2021-02-28 14:33:36,Maryamzhr,"@collegemenfess tentang mental health selama pandemi? mksdnya kan banyak org yg tertekan secara mental selama pandemi ini. mulai dr yg kulon, pjj, smpe yg wfh/kena phk krn pandemi",0,mental health lama pandemi maksud kan banyak orang tekan mental lama pandemi ini mulai yang kulon pjj yang wfh kena putus hubung kerja pandemi
1410526824963051521,2021-07-01 09:12:56,Sakamilenialjtg,"Beberapa poin penting adalah:
&gt; Pelaksanaan kegiatan pada sektor non esensial diberlakukan 100% (seratus persen) Work From Home (WFH);
&gt; Kegiatan Belajar Mengajar dilakukan daring 100%",1,beberapa poin penting adalah gt laksana giat sektor non esensial laku ratus persen work from home wfh gt giat ajar ajar laku daring
1410223597340164099,2021-06-30 13:08:00,Indrakakaa,WFH bikin gemuk :(,0,wfh bikin gemuk
1364767550609887232,2021-02-25 02:41:54,toqbi,"@butifyul Iya dek, jam 5 kurang udah mulai kerja tapi masih wfh si",1,iya dek jam kurang mulai kerja masih wfh sih
1409096071876276227,2021-06-27 10:27:37,itsputput,Ngerasa bosen bgt WFH dan yg serba di dlm rumah at least gw ada perkembangan lah misal vaksin.,0,rasa bosan banget wfh yang serba dalam rumah at least gue kembang lah misal vaksin
1369997408856281095,2021-03-11 13:03:30,deYOUniverse,@IndiHome Lemot nih haduuuuuu kesian aku yg wfh ini gabisa kerja:(,0,lot nih haduuuuuu kasihan aku wfh tidak kerja
1410775065000505344,2021-07-02 01:39:21,_di_ka,"...karena kemarin sudah masuk, hari ini wfh sampai senin, selasa baru ngantor lagi. Alhamdulillah. 😂🤣",1,karena kemarin masuk hari wfh senin selasa baru ngantor lagi alhamdulillah ketawa ketawa
1410242586846011393,2021-06-30 14:23:28,_P0T4T0_,"@timmymalachi Bisa WFH itu privilege.
Kantor adik saya, begitu selesai vaksin ke-2 langsung dirutnya nyuruh WFO 100%, padahal bukan bidang usaha essential.

Akhirnya adik saya +C19, kena cluster kantor. Kami keluarganya yg harus deg2an krn pemburukan &amp; pusing cari RS. Kantornya ga peduli.",0,wfh privilege kantor adik saya selesai vaksin ke- langsung dirutnya suruh wfo padahal bukan bidang usaha essential akhir adik c kena cluster kantor keluarga harus degan buru amp pusing cari rs kantor enggak peduli
1369177514048770049,2021-03-09 06:45:32,TelkomIndonesia,"Di masa pandemi, sebagian besar perusahaan memberlakukan work from home (WFH) kepada karyawan, sehingga dibutuhkan suatu aplikasi yang bisa mengelola sumber daya manusia (SDM) agar kinerja tetap baik. https://t.co/70q78Z5hhJ",1,masa pandemi bagi besar usaha laku work from home wfh karyawan butuh suatu aplikasi bisa kelola sumber daya manusia sdm kerja tetap baik
1411170775910940677,2021-07-03 03:51:45,afkoes,Takut bgt sm wfh dan akhirnya wfh juga… Bismillah semoga rezeki datang dari yang lain… Kerjaan baru maksudnya Yaa Allah…😂,1,takut banget sama wfh akhir wfh juga bismillah moga rezeki datang yang lain kerja baru maksud allah ketawa
1410811393335386114,2021-07-02 04:03:42,Yaaasss_nta,"setiap hari ada kabar duka karna covid! bener² setiap hari 😭
ortunya, om,teman , pasien ,keluarga.
yg mau gamau harus kerja yuk patuhi protokol,yg dikasi kesempatan wfh yuk dirumah!
yg emang GATEL mo nongkrong minimal pake masker,jaga jarak ! hargai orang2 yg serius berjuang:')",1,hari kabar duka covid bener hari nang ortunya om teman pasien keluarga mau mau kerja yuk patuh protokol yg kasih sempat wfh yuk rumah memang gatal mau nongkrong minimal pakai masker jaga jarak harga orang serius juang
1411135423791865858,2021-07-03 01:31:17,ddwxyz,"seandainya bisa wfh, enak kali ya bisa kerja sambil tidur2an 🥱",1,anda wfh enak kali bisa kerja tidur ngantuk
1411364196168568835,2021-07-03 16:40:20,camatkelurahan,"Wfh 2 minggu bosen nih kalo gak cari suasana baru, sambil stay cation kayanya oke juga nih",0,wfh minggu bosan nih kalau cari suasana baru stay cation seperti oke nih
1366018912748400646,2021-02-28 13:34:22,kunaonsihbeb,"@AREAJULID Kalo kayak gini cocoknya dijawab, ""iya nih gw alergi deket2 orang bego, makanya tiap ketemu lu gw jerawatan parah kan. Nah sejak wfh gw ga ketemu lu langsung cakep lagi""",0,kalau kayak begini cocok jawab iya nih gue alergi dekat orang bego makanya tiap ketemu kamu gue jerawat parah kan nah sejak wfh gue enggak ketemu kamu langsung cakap lagi
1410603884368723973,2021-07-01 14:19:08,amirahlahuya,alhamdulillah bpr masuk terus beli kerusi meja for wfh 😌,1,alhamdulillah bpr masuk terus beli kerusi meja for wfh lega
1365332413446983681,2021-02-26 16:06:28,depleiades,"@afryani901 @nengky888 @drakoridfess Ada yg komen kalo orang orang nih fans drakor baru gara2 wfh/psbb jadinya ga ada kerjaan dan pada nonton drakor, terus mereka meluapkan rasa stres dengan jadi fans wkwkwkwkkwkwkwkwwk",1,yang komen kalau orang orang nih fan drama korea baru gara wfh psbb jadi enggak kerja pada tonton drakor terus luap rasa stres jadi fan wkwkwkwkkwkwkwkwwk
1370268026226896898,2021-03-12 06:58:50,kale_x_ginger,"Ya allah enak banget ya wfh di coffee shop deket rumah, udah lama banget gak gini",1,allah enak banget wfh coffee shop dekat rumah lama banget begini
1409034493382455299,2021-06-27 06:22:56,mekkettru,@raisadeline Maunya wfh tp gak potong gaji 😔😔😔😔,0,mau wfh tidak potong gaji murung
1374366087563808773,2021-03-23 14:23:04,haihelloow,"@daybyharu @fajriasuat Aku dpt jatah WFH jarang bet ambil, makin misuh2 gak jelas mlh miskom muluuuuu

Ngantor pun pulang malem, capek badan capeeek pikiran",0,aku jatah wfh jarang banget ambil makin misuh jelas malah miskom muluuuuu ngantor pulang malem cape badan capeeek pikir
1365084166463705088,2021-02-25 23:40:01,TudungBee,Goodmorning. Siap nak kerja ke? Ke korang wfh or odl? Atau siap siap nak sambung tidur? Hehe 💖💖💖 https://t.co/W2w6y52GB5,1,goodmorning sisa anggar bangun nak kerja ke korang wfh orang odl siap siap nak sambung tidur hehe hati
1362365764666187779,2021-02-18 11:38:04,shuhadahrakif,Hari ni wfh tapi dari pagi sampai petang duk clearkan bilik. Habis satu almari kena basuh dgn air panas 😂,1,hari nih wfh dari pagi petang duk clearkan bilik habis satu almari kena basuh air panas ketawa
1409875173722005506,2021-06-29 14:03:30,KyaiTebas,"Malam ini diumumkan penerapan PPKM Darurat utk wilayah DKI jakarta selama 2 minggu ke depan

Penutupan restoran, mall, wfh seluruh kantor 100%

DKI akhirnya Lock Down",1,malam umum terap ppkm darurat wilayah daerah khusus ibu kota jakarta lama minggu depan tutup restoran mall wfh seluruh kantor daerah khusus ibu kota akhir lock down
1365589860552036355,2021-02-27 09:09:28,nugraaaaaaaa,"Walaupun kerja wfh dan sedikit ribet, aku tetap sabar seperti menunggu seseorang eh ternyata menunggu tu ada hikmahnya gaji ku malah berlipat wkwkwk
 #SabarItuEmas",1,walaupun kerja wfh sedikit ribet aku tetap sabar tunggu orang eh nyata tunggu ada hikmah gaji ku malah lipat wkwk
1369576201598038018,2021-03-10 09:09:46,kikiiihs,Masih kesel udah cape2 memutihkan muka dengan setahun wfh eh menghitam dalam waktu sekejap mata haha 😂,0,kesal cape mutih muka tahun wfh eh hitam waktu kejap mata haha ketawa
1411355567738691592,2021-07-03 16:06:03,zenwidjanaka,Hari pertama PPKM Darurat masuk emang g pernah WFH dr pertama pandemi cuma bs gumun iso2 nan sepedehan di tempat penyekatan.. wess idupmu enak yoo WFH iso sepedahan..,1,hari pertama ppkm darurat masuk memang pernah wfh pertama pandemi cuma gumun nan deh tempat sekat idupmu enak iya wfh dah
1411204794438483976,2021-07-03 06:06:56,95_vks,Sudah biasa mau edaran tulisan berapa persen wfh gk pernah dpt jatah. Alhamdulillah aja gara2 ppkm ini masih dpt wfh. Daripada seperti biasanya no wfh wfh club 🤭🤭,1,biasa mau edar tulis berapa persen wfh pernah jatah alhamdulillah gara ppkm masih wfh seperti biasa no wfh wfh club ups
1410239991335337986,2021-06-30 14:13:09,KATADATAcoid,"Menteri Koordinator Maritim dan Investasi Luhut Pandjaitan mengusulkan sektor non-esensial memberlakukan 100% WFH atau bekerja dari rumah selama penerapan PPKM darurat.
 https://t.co/tL7zMcOTEV",1,menteri koordinator maritim investasi luhut pandjaitan usul sektor non-esensial laku wfh kerja rumah lama terap ppkm darurat
1410066069738295305,2021-06-30 02:42:03,soniaonya,"Alhamdulillah disaat WFH, orderan basreng kenceng hihihi #basrengnation",1,alhamdulillah saat wfh order basreng kencang hihi
1365491026845081609,2021-02-27 02:36:45,khoirurosida,@haibearkuuu Samaa hahahhaha daster tiap hari karena aku jg wfh tiap hari jd buibu wkwk,1,sama haha daster tiap hari aku wfh tiap hari jadi buibu wkwk
1362669178759442434,2021-02-19 07:43:44,viniwindari,@FirstMediaCares hi min apakah ada gangguan? internet dirumah saya gabisa lg wfh -_-,0,hi min ada ganggu internet rumah tidak lagi wfh - -
1411112479724212226,2021-07-03 00:00:07,advwxyn,"wfh enak bgt cok, wkp langsung absen",1,wfh enak banget cok wkp langsung absen
1367299421117935617,2021-03-04 02:22:39,buckbeaz,anjinglah sengaja kau wfh malah mati lampu mulu,0,anjing sengaja kamu wfh malah mati lampu mulu
1410522233655554050,2021-07-01 08:54:41,shabyayinda,"Yaallah ngurusin org sakit dirumah lagi wfh gini, repot sih tapi lebih ke capek mental yaallah",0,allah urus orang sakit rumah wfh gin repot sih lebih cape mental allah
1376120686041702402,2021-03-28 10:35:13,garputrala,"""Anaknya temen ayah aja lulusan ITB langsung dapet kerjaan WFH""

...ya punten kan bukan berarti semua lulusan ITB bisa langsung dapet kerjaan WFH ya",1,anak teman ayah lulus institut teknologi bandung langsung kerja wfh ya punten kan bukan arti semua lulus institut teknologi bandung langsung kerja wfh
1361534734489112578,2021-02-16 04:35:51,abangdiway,"Enaknya work from home
Pergi kerja gk perlu mandi, cuma pake singlet, bisa selonjoran🤣🤣 https://t.co/6mq3pIlXIc",1,enak work from home pergi kerja perlu mandi cuma pakai singlet selonjor ketawa
1367664248051040256,2021-03-05 02:32:21,Rismasekar,"Jaga mood pagi kalo wfh :
1. Mandi 
2. Pake parfum &amp; handbody
3. Dhuha
4. Dengerin lagu BTS
5. Sarapan (kalo ada)

Insyaallah kalo mood pagi bagus seharian ga bakal sambat terus walaupun kerjaan ga abis-abis🤣",1,jaga suasana hati pagi kalau wfh mandi pakai parfum amp handbody dhuha dengar lagu base transmission station sarap kalo ada insyaallah kalau suasana hati pagi bagus hari enggak bakal sambat terus walaupun kerja enggak abis ketawa
