tweetId,date,username,tweet,label
1410631408897314822,2021-07-01 16:08:30,Yumi_hanaaeri,"wfh nguntungin atau ngerugiin tergantung kerjaannya apa dan pribadi orangnya kyk apa. klo yang suka dan terbiasa kerja secara individu serta kerjaannya memang sebagian sudah mengandalkan teknologi, wfh sedikit memberikan keuntungan, krn tdk perlu berinteraksi lebih banyak",0
1409855201637326852,2021-06-29 12:44:08,selebcuit,Bagaimana bisnis bisa tetap jualan saat ada PPKM Darurat dimana #WFH dari 75% menjadi 100% ?,1
1410941515170414598,2021-07-02 12:40:45,Arifbudii21,"Bersyukur o KOE KOE seng iseh iso kerjo masio wfh atau apalah itu, seng iseh do sambat krjo wfh ooo nyet gblgg",1
1409484707884986371,2021-06-28 12:11:55,luvelybe,Seru juga ternyata wfh.. Capek sedikit bisa tiduran bentar &amp; setel lagu 😌😌😌,1
1367347707182936066,2021-03-04 05:34:32,dinaawaliah,"@IndiHomeCare nambah2in masalah hidup yaAllah, ini serumah WFH + SFH jadi ngomel2 doang, udh seminggu lemot + disconnected mulu kerjaannya :)",0
1411510031942627329,2021-07-04 02:19:50,BondanM1,Pagi yang Cerah dan Sarapan yang enak #wfh #stayathome #stayhome #dirumahaja #tetapsehat @ Mertoudan Solo Surakarta https://t.co/Nxya4iRazT,1
1379684214967136259,2021-04-07 06:35:24,luvrrakk,"Terlalu stress wfh hari kedua, beginilah kelakuan artis Thailand : https://t.co/E2TFF6ygmO",0
1411206551725953030,2021-07-03 06:13:55,ashimawan,"WORK FROM HOME

Membuktikan:

1. Banyak kerjaan bisa dikerjakan di luar kantor krn i-net menyatukan &amp; mendekatkan

2. Kantor masa kini ngga butuh gedung besar &amp; banyak kary

3. Semua lembaga (bisnis &amp; non) wajib evaluasi unt susun action plan bg masa depan eksistensinya https://t.co/9HFvajlb4a",1
1410243930776502282,2021-06-30 14:28:48,gestataa,"Tuntutan kerja dilapangan yg semakin banyak dikantor , belom ada nya wfh dikedinasan  juga skrg jd momok yg cukup bikin ngeri",0
1365136390627807236,2021-02-26 03:07:33,Vitalinho_,Alasan lain pengen WFO selain interaksi sama orang adalah koneksi internet yg bagus. WFH pake Indihome sama aja dengan nambah dosa krn marah-marah.,0
1362669851156705283,2021-02-19 07:46:24,zuef_,WFH : ga ngapa2in ditambah hujan tambah boseen g biss keluar2 woy https://t.co/RyVH8T2Kz2,0
1410561839067385865,2021-07-01 11:32:04,ladilaa,"Kasian spv gue mana lagi wfh diteror mulu soal kerjaan, bukannya istirahat malah pusing🥺",0
1410500014648938499,2021-07-01 07:26:23,nitanium_,"Bersyukur kalian bisa WFH, kantor gue ada beberapa yg positif tapi masih WFO aeeee 🥺🥺🥺 https://t.co/1ii80B9Fnw",0
1409488511749615627,2021-06-28 12:27:02,Antara_Jabar,Wali Kota Bandung terbitkan surat edaran pemberlakuan WFH 75 persen - ANTARA News Jawa Barat https://t.co/TCLdmoNEny,1
1411183064307351553,2021-07-03 04:40:35,detikfinance,"Selama PPKM darurat, PNS di wilayah Jawa-Bali yang bekerja di sektor non-esensial wajib bekerja di tempat tinggal (work from home /WFH) secara penuh atau 100%. #PPKMdarurat  https://t.co/lGwxQucdGK",1
1388138125449326593,2021-04-30 14:28:14,DMarelas,"Sblm covid.. Orang lain WFH dipermasalahkan sampe segitunya..

Pas mulai covid.. Lu smua pada kegirangan WFH..

Setahun covid.. Mulai deh dramanya.. Srg cuti lah.. Alasan inilah itulah.. Nyusahin orang lain lah.. 

-JANCUK-",0
1409147350392598532,2021-06-27 13:51:23,Akifahhh,Alhamdulillah di wfh in lagi seminggu🤲🥺,1
1410579897701916672,2021-07-01 12:43:49,NopalSiNopal,"Ternyata yang bahaya dari covid ini adalah stressnya, gimana ga stress banyak bgt kerjaan yang gabisa dikerjain dengan wfh, sedangkan mau swab aja susah tai",0
1410913001058619395,2021-07-02 10:47:27,lutfi_randa,wfh enak sihhh... tapi gabut parah dirumh,1
1411229844000567298,2021-07-03 07:46:28,Muhdianto,@halokurnia Iya sama pengen WFH  tapi gak punya kerjaan,1
1368789342454304772,2021-03-08 05:03:04,Alfifao,@Nurfikaks Aku udh lama bgt wfh sampe gamau wfo 🥲,1
1410232156094287874,2021-06-30 13:42:01,Azzzzhhh,@FikhriRachmawan Kalo dah wfh kesel bgt sumpah kek komunikasi cuma sama hp dan laptop doang😭😭,0
1362961565989801984,2021-02-20 03:05:34,irays__,@caleeida halo wfh numpang ngantor di zen ajaaa,1
1409443501343854593,2021-06-28 09:28:11,moo_timomo,"Hari pertama akhirnya WFH. Sepertinya harus cari kursi yang enak biar ga pegel-pegel.
Ada saran kah? Second juga gapapa",1
1410609596956172300,2021-07-01 14:41:50,365_michi,"@jennisgosal Ah iya wkwkkw
AA player enak bgt, wfh terus anjinglah🤣",1
1368927704221900808,2021-03-08 14:12:52,iiimas,"Zzz, ah males wfh gada jam pulang nya 🥺. Udahan dums masi hari senin ini 😔",0
1362737982868918275,2021-02-19 12:17:08,putriarpertiwi,"baru sadar badan seharian ini memang lemes banget dikit dikit ketiduran, untung wfh yaolo🥺",1
1366175619453648898,2021-02-28 23:57:04,nrzzaniefeb,Kalo papa lagi wfh rasanya kayak lg hari minggu🙃,1
1374911078493134848,2021-03-25 02:28:40,gabisatidur__,aduh anjing lagi enaak wfh nengapa di pindah team bangsat,0
1374352296729976833,2021-03-23 13:28:16,Haniiaulfa,"Pengen wfh, tapi ya gamungkin njirrrr😂",1
1366033819359268867,2021-02-28 14:33:36,Maryamzhr,"@collegemenfess tentang mental health selama pandemi? mksdnya kan banyak org yg tertekan secara mental selama pandemi ini. mulai dr yg kulon, pjj, smpe yg wfh/kena phk krn pandemi",0
1410526824963051521,2021-07-01 09:12:56,Sakamilenialjtg,"Beberapa poin penting adalah:
&gt; Pelaksanaan kegiatan pada sektor non esensial diberlakukan 100% (seratus persen) Work From Home (WFH);
&gt; Kegiatan Belajar Mengajar dilakukan daring 100%",1
1410223597340164099,2021-06-30 13:08:00,Indrakakaa,WFH bikin gemuk :(,0
1364767550609887232,2021-02-25 02:41:54,toqbi,"@butifyul Iya dek, jam 5 kurang udah mulai kerja tapi masih wfh si",1
1409096071876276227,2021-06-27 10:27:37,itsputput,Ngerasa bosen bgt WFH dan yg serba di dlm rumah at least gw ada perkembangan lah misal vaksin.,0
1369997408856281095,2021-03-11 13:03:30,deYOUniverse,@IndiHome Lemot nih haduuuuuu kesian aku yg wfh ini gabisa kerja:(,0
1410775065000505344,2021-07-02 01:39:21,_di_ka,"...karena kemarin sudah masuk, hari ini wfh sampai senin, selasa baru ngantor lagi. Alhamdulillah. 😂🤣",1
1410242586846011393,2021-06-30 14:23:28,_P0T4T0_,"@timmymalachi Bisa WFH itu privilege.
Kantor adik saya, begitu selesai vaksin ke-2 langsung dirutnya nyuruh WFO 100%, padahal bukan bidang usaha essential.

Akhirnya adik saya +C19, kena cluster kantor. Kami keluarganya yg harus deg2an krn pemburukan &amp; pusing cari RS. Kantornya ga peduli.",0
1369177514048770049,2021-03-09 06:45:32,TelkomIndonesia,"Di masa pandemi, sebagian besar perusahaan memberlakukan work from home (WFH) kepada karyawan, sehingga dibutuhkan suatu aplikasi yang bisa mengelola sumber daya manusia (SDM) agar kinerja tetap baik. https://t.co/70q78Z5hhJ",1
1411170775910940677,2021-07-03 03:51:45,afkoes,Takut bgt sm wfh dan akhirnya wfh juga… Bismillah semoga rezeki datang dari yang lain… Kerjaan baru maksudnya Yaa Allah…😂,1
1410811393335386114,2021-07-02 04:03:42,Yaaasss_nta,"setiap hari ada kabar duka karna covid! bener² setiap hari 😭
ortunya, om,teman , pasien ,keluarga.
yg mau gamau harus kerja yuk patuhi protokol,yg dikasi kesempatan wfh yuk dirumah!
yg emang GATEL mo nongkrong minimal pake masker,jaga jarak ! hargai orang2 yg serius berjuang:')",1
1411135423791865858,2021-07-03 01:31:17,ddwxyz,"seandainya bisa wfh, enak kali ya bisa kerja sambil tidur2an 🥱",1
1411364196168568835,2021-07-03 16:40:20,camatkelurahan,"Wfh 2 minggu bosen nih kalo gak cari suasana baru, sambil stay cation kayanya oke juga nih",0
1366018912748400646,2021-02-28 13:34:22,kunaonsihbeb,"@AREAJULID Kalo kayak gini cocoknya dijawab, ""iya nih gw alergi deket2 orang bego, makanya tiap ketemu lu gw jerawatan parah kan. Nah sejak wfh gw ga ketemu lu langsung cakep lagi""",0
1410603884368723973,2021-07-01 14:19:08,amirahlahuya,alhamdulillah bpr masuk terus beli kerusi meja for wfh 😌,1
1365332413446983681,2021-02-26 16:06:28,depleiades,"@afryani901 @nengky888 @drakoridfess Ada yg komen kalo orang orang nih fans drakor baru gara2 wfh/psbb jadinya ga ada kerjaan dan pada nonton drakor, terus mereka meluapkan rasa stres dengan jadi fans wkwkwkwkkwkwkwkwwk",1
1370268026226896898,2021-03-12 06:58:50,kale_x_ginger,"Ya allah enak banget ya wfh di coffee shop deket rumah, udah lama banget gak gini",1
1409034493382455299,2021-06-27 06:22:56,mekkettru,@raisadeline Maunya wfh tp gak potong gaji 😔😔😔😔,0
1374366087563808773,2021-03-23 14:23:04,haihelloow,"@daybyharu @fajriasuat Aku dpt jatah WFH jarang bet ambil, makin misuh2 gak jelas mlh miskom muluuuuu

Ngantor pun pulang malem, capek badan capeeek pikiran",0
1365084166463705088,2021-02-25 23:40:01,TudungBee,Goodmorning. Siap nak kerja ke? Ke korang wfh or odl? Atau siap siap nak sambung tidur? Hehe 💖💖💖 https://t.co/W2w6y52GB5,1
1362365764666187779,2021-02-18 11:38:04,shuhadahrakif,Hari ni wfh tapi dari pagi sampai petang duk clearkan bilik. Habis satu almari kena basuh dgn air panas 😂,1
1409875173722005506,2021-06-29 14:03:30,KyaiTebas,"Malam ini diumumkan penerapan PPKM Darurat utk wilayah DKI jakarta selama 2 minggu ke depan

Penutupan restoran, mall, wfh seluruh kantor 100%

DKI akhirnya Lock Down",1
1365589860552036355,2021-02-27 09:09:28,nugraaaaaaaa,"Walaupun kerja wfh dan sedikit ribet, aku tetap sabar seperti menunggu seseorang eh ternyata menunggu tu ada hikmahnya gaji ku malah berlipat wkwkwk
 #SabarItuEmas",1
1369576201598038018,2021-03-10 09:09:46,kikiiihs,Masih kesel udah cape2 memutihkan muka dengan setahun wfh eh menghitam dalam waktu sekejap mata haha 😂,0
1411355567738691592,2021-07-03 16:06:03,zenwidjanaka,Hari pertama PPKM Darurat masuk emang g pernah WFH dr pertama pandemi cuma bs gumun iso2 nan sepedehan di tempat penyekatan.. wess idupmu enak yoo WFH iso sepedahan..,1
1411204794438483976,2021-07-03 06:06:56,95_vks,Sudah biasa mau edaran tulisan berapa persen wfh gk pernah dpt jatah. Alhamdulillah aja gara2 ppkm ini masih dpt wfh. Daripada seperti biasanya no wfh wfh club 🤭🤭,1
1410239991335337986,2021-06-30 14:13:09,KATADATAcoid,"Menteri Koordinator Maritim dan Investasi Luhut Pandjaitan mengusulkan sektor non-esensial memberlakukan 100% WFH atau bekerja dari rumah selama penerapan PPKM darurat.
 https://t.co/tL7zMcOTEV",1
1410066069738295305,2021-06-30 02:42:03,soniaonya,"Alhamdulillah disaat WFH, orderan basreng kenceng hihihi #basrengnation",1
1365491026845081609,2021-02-27 02:36:45,khoirurosida,@haibearkuuu Samaa hahahhaha daster tiap hari karena aku jg wfh tiap hari jd buibu wkwk,1
1362669178759442434,2021-02-19 07:43:44,viniwindari,@FirstMediaCares hi min apakah ada gangguan? internet dirumah saya gabisa lg wfh -_-,0
1411112479724212226,2021-07-03 00:00:07,advwxyn,"wfh enak bgt cok, wkp langsung absen",1
1367299421117935617,2021-03-04 02:22:39,buckbeaz,anjinglah sengaja kau wfh malah mati lampu mulu,0
1410522233655554050,2021-07-01 08:54:41,shabyayinda,"Yaallah ngurusin org sakit dirumah lagi wfh gini, repot sih tapi lebih ke capek mental yaallah",0
1376120686041702402,2021-03-28 10:35:13,garputrala,"""Anaknya temen ayah aja lulusan ITB langsung dapet kerjaan WFH""

...ya punten kan bukan berarti semua lulusan ITB bisa langsung dapet kerjaan WFH ya",1
1361534734489112578,2021-02-16 04:35:51,abangdiway,"Enaknya work from home
Pergi kerja gk perlu mandi, cuma pake singlet, bisa selonjoran🤣🤣 https://t.co/6mq3pIlXIc",1
1367664248051040256,2021-03-05 02:32:21,Rismasekar,"Jaga mood pagi kalo wfh :
1. Mandi 
2. Pake parfum &amp; handbody
3. Dhuha
4. Dengerin lagu BTS
5. Sarapan (kalo ada)

Insyaallah kalo mood pagi bagus seharian ga bakal sambat terus walaupun kerjaan ga abis-abis🤣",1
1365919101667872772,2021-02-28 06:57:46,lastmeh,"@tanda_tania Ahhhh yes... Gadget ya, ada sih satu di wishlist gue. Hahaha dekor kamar itu kayanya top of mind org2 wfh skrg since banyak waktu di kamar
Klo donasi, lo ada lembaga yg mnrt lo jarang yg nyumbang tp sbrnnya membutuhkan ga tan? Info dums
Thanksss tan!!",1
1410150603574054916,2021-06-30 08:17:57,tradingforlyf,"WFH itu bener2 ga produktif ya. 

bentar2 rebahan hadeh",0
1368670192679616512,2021-03-07 21:09:37,sudiandoyoVaVic,Harus banget ya jadi gw jadi MC 😔. Ya Allah pengen WFH,1
1388587166826057730,2021-05-01 20:12:33,seongminijeu,@MINlPAO Semenjak wfh aku emg sering bgt tidur jam 2 an malah pernah jam 7 pagi pas puasa makin parah :(,0
1410866347739779072,2021-07-02 07:42:04,ohyessren,Baru kerja dapet 10 hari udah mau WFH aja 😌 alhamdulillah pimpinannya high considerate,1
1409330772650123264,2021-06-28 02:00:14,rumah123,"Untuk kamu yang sedang melakukan WFH, yuk desain meja kerja di rumah dengan inspirasi berikut. Bikin betah dan nyaman banget lho! https://t.co/j6phI12MKK #123Design #Rumah123 #Rumah123Design",1
1366236648896303104,2021-03-01 03:59:35,princessfizoxD,"Sakitnyaa pinggang wfh ni 🤧
Suami pula asyik cakap kite cengkelat 😛 sikit2 baring. 🥴",0
1366304118638174210,2021-03-01 08:27:41,buskipm,"yang melakukan Work From Home untuk selalu bertukar informasi satu sama lain.

Transparansi informasi merupakan hal yang penting diterapkan disetiap unit kerja dan BUSKIPM telah menerapkan hal itu guna menjunjung tinggi integritas BUSKIPM.

#KKPRebound #BKIPM #SmartBUSKIPM https://t.co/6J7NzGV0Jh",1
1386912074027061248,2021-04-27 05:16:20,holopiscom,"Klaster Covid-19 Perkantoran Jakarta Melonjak, Pakar: WFH Lebih Efektif dan Realistis https://t.co/JYwOSb8gvP via @holopiscom

#coronavirus #covid19 #Jakarta #WFH #holopiscom",1
1409824979206557697,2021-06-29 10:44:02,IDNTimesLampung,Kantor Kejari terapkan WFH 50 persen https://t.co/6SV39IpHST,1
1364943790989959169,2021-02-25 14:22:13,televisionze,"Pantesan aja gua kaga ngantuk, besok wfh 😎",1
1410925846458552320,2021-07-02 11:38:30,mprisstataa,Paling enak emg kalo dapet jatah wfh jumat apa senin.....bablas deh gue ngedate ama kasur☺❤,1
1369554795673972742,2021-03-10 07:44:43,setyaanggac,"WFO : kerjaan beres, nonton film juga beres
WFH : udahmah kerjaan kagak ada yang beres, juga gak ngapa-ngapin

alias ketiduran mulu wkwk",0
1362603806043865088,2021-02-19 03:23:57,kscrumble,pagi ini memutuskan utk mandi dl sblm wfh. biasanya gue kl dah mandi itu brrt ada yg salah jd butuh moodbooster. tp hr ini biasa aja tp mandi trs nyokap heran dan khawatir WKWK.,1
1410414470371831816,2021-07-01 01:46:28,dynamitaev,"@worksfess alhamdulillah gapapa wfh terus, kantor gue jauh 😂",1
1410202165101043721,2021-06-30 11:42:51,heyhallotika,gaji full tapi ga bisa wfh sama sekali. klo kena covid ya dikasih libur panjang. mau swab dan vaksin usaha sendiri. nasib jadi budak pemerintah ya gitu ada enak dan ga enaknya.,0
1411186123993325570,2021-07-03 04:52:45,IHSANRRR,"Kalian mah enak WFH baru sekarang, kami Dari awal 2021 sudah WFH. (NGANGGUR)",1
1362567375707545601,2021-02-19 00:59:12,MaulinaMuzirwan,Memulai WFH dengan meeting tiga babak.,1
1410882407415250946,2021-07-02 08:45:53,bochilbo,"Semangat untuk yang wfh maupun yang wfo 💪 mari kita hadapi sama-sama pandemi ini. Kita sama-sama susah, sama-sama capek dengan pandemi ini. Daripada sibuk nyari siapa yang salah, mending kita saling memberi dukungan, doa dan semangat.
Stay safe! Sehat selalu semuanya ✨",1
1410930193645019138,2021-07-02 11:55:46,hanasawaa,@belabelahere Enak bgt wfh😆😆✊ kerenn,1
1364872296897204224,2021-02-25 09:38:08,astgmff,wfh tiduran doang tau tau absen pulang wkwkkw brengsek,0
1379953581067923462,2021-04-08 00:25:46,farahfatinahmad,1st week Ramadhan wfh.. Alhamdulillah ❤️❤️,1
1410500198984339457,2021-07-01 07:27:07,yngisvb,"Kalo laki gue wfh 100% tuh pening juga w, soalnya anak gue kalo ada bapaknya jadi kolokan banget pusing malahan w 🤯
Dan suami gue pun pusing karna gabisa kerja serius digangguin bocah mulu",0
1362367173008629765,2021-02-18 11:43:40,vwxzone,"@stanmenfess main keluar rumah????? agak percuma ya wfhnya........ wfh kan biar km ga keluar2, malah keluar buat main wkwk:))))",1
1409670690375041027,2021-06-29 00:30:57,mrtbkkkk,"Pagi produktif. Lari sambil cuci mata, bebersih,  nyuci (jrg2 wkk),  lanjut wfh 💦",1
1386661066898231298,2021-04-26 12:38:55,lampostco,"Pemkot Metro menerapkan Work From Home (WFH) atau bekerja dari rumah bagi Aparatur Sipil Negara di sekretariat setempat.
#pemkot #pemkotmetro #WFH #WorkFromHome #WorkFromHomeJobs #asn #aparatursipilnegara #lampostco
https://t.co/zySgsjovUh",1
1409395417108803589,2021-06-28 06:17:07,dearmyhyuck,Duh si anjir bikin panik kerjaan aja anjir banget yaallah kenapa wfh si,0
1368803563552436231,2021-03-08 05:59:35,feetre,"Yang berisik di jam wfh di sekitaran rumah gue:

Mamang Sari Roti ❎
Mamang Tahu Bulat❎
Pengajian ibu-ibu❎
Kucing✅

Kenapa kucing tetangga gue ga berhenti mengeong tiap pagi sampai sore ya? Total kayaknya ada 3 kucing suaranya beda2, gandeng semua.",0
1376204982572097542,2021-03-28 16:10:11,ramaiko,"ancur punggung gue kalo WFH terus, lembur terus lagi",0
1380111344003817475,2021-04-08 10:52:40,worksfess,Ada saran tidak kursi yg nyaman utk wfh? Work!,1
1362781441713610755,2021-02-19 15:09:49,bonekaimut__,Yuhuu semangat diriku buat memanfaatkan waktu ketika pkl wfh ini 🤗🤗 dan ga boleh iri sama yg pkl wfo. Allah lebih tahu apa yg terbaik buat aku dan yg terbaik adalah pkl wfh yg skrg 😊,1
1369975107070816258,2021-03-11 11:34:53,ekiprastanti,@FirdausBesari Alhamdulillah udah dibayar pas WFH,1
1368833452280344579,2021-03-08 07:58:21,chacarahma_,@avopulent semangat wfh nya,1
1411233248961871873,2021-07-03 08:00:00,Kurosihitam,Dalam Inmendagri untuk kabupaten atau kota selain zona merah diberlakukan pembatasan dengan menerapkan work from home sebesar 50% #DukungPPKMDarurat https://t.co/VuP644y2yW,1
1410232938025861127,2021-06-30 13:45:07,detikfinance,Tren WFH kian meningkat seiring rancana penerapan PPKM Mikro Darurat. Begini dampaknya ke bisnis perumahan. https://t.co/jOlr4Sb8H5,1
1408739714996195334,2021-06-26 10:51:35,hfzyusri_,Orang ketiga pun wfh bangsat😂 https://t.co/v7GsKgMjAP,0
1367745697169084417,2021-03-05 07:56:00,prabaswararnand,"(+) disyukuri aja, alhamdulillah, ga sesuai jurusan, tapi nyrempet linear sama kesukaan, bisa wfh, dapet fasilitas, wlb, dkk

(-) gatau, sepertinya lebih banyak disyukuri aja utk sementara ini https://t.co/y3mY0gyuZs",1
1410148922878660610,2021-06-30 08:11:17,aaalliizzwell,Alhamdulillah akhirnya bsk ada wfh jg 🥺🥺🥺,1
1367706704197025793,2021-03-05 05:21:03,waheeda82,Menikmati sisa2 terakhir sblm WFH lenyap start mggu dpn.. 😅,1
1368740601240285186,2021-03-08 01:49:23,inshaniaquarium,"@gabyJKT48 kalo buat kuliah skrg wfh, nanti magang pengen wfo",0
1410228344608628738,2021-06-30 13:26:52,l3bic,wfh gak ngotak,0
1410428448816832513,2021-07-01 02:42:01,jangandicari101,"Enak ya kalo wfh, meeting bisa sekalian sebats dan ngopi.",1
1409536876084482051,2021-06-28 15:39:13,maarsple,@nctzenbase Gak pandemiiii wkwkwkwk. Wfh membuatku harus menyalurkan stres ke bujang2,0
1379808261759594497,2021-04-07 14:48:19,meuthianauli,"sebulan wfh rasanya serba irit, alhamdulillah 🤭",1
1362281750672470017,2021-02-18 06:04:13,sjelfonly,"@ann13nn Aduh itu seblak enak bgt dimakan pas ujan2 gini ann. Km wfh/wfo?
Biskuit mah ganjel sekian menit doang 🤣",1
1362750126729560066,2021-02-19 13:05:23,hyvaikal,Lembur WFH sambil simak pemaparan dari @ruangtaktik. Weekend produktif sekali 👍 https://t.co/E1VCqhgUuc,1
1411233250190655490,2021-07-03 08:00:00,Kasihande,Selain zona merah pembatasan dilakukan dengan work from office sebesar 50% dan menerapkan work from home sebesar 50% juga alias sama besar  #DukungPPKMDarurat https://t.co/KJIuRyJAuh,1
