tweetId,date,username,tweet,label
1362797466769182725,2021-02-19 16:13:30,masprasst96,"Bukan pda tempatnya sih sambat, tapi tak pikir pikir, semenjak ada wfh ini lha kok boyok ku rasanya kek gimana gitu, kek nyeri senut senut, dan bikin sering ketiduran",0
1365165879172820993,2021-02-26 05:04:43,aisyahiyang,"@LayangMachu @ezash Ber-4 kak suami sering wfh, anak masih kecil2 sih 5 sama 3 taun. Bisa hemat mungkin karena ini https://t.co/mZtWgFbcmU",1
1363789778148188161,2021-02-22 09:56:35,bunnybeanie_,"Btw, karna lagi sibuk2nya daring dan kuliah keknya aku bakal jarang mampir kesini buat jb2 huhuuu. Tadinya aku mau bolak2ik tapi kayanya ga memungkinkan, jadi aku mau pamit rest duluuu ya moots~",1
1363015782330888196,2021-02-20 06:41:00,R45H1D1,"kelas biase: faham , tak banyak keje
kelas online: tak faham , banyak keje",0
1365919961818951682,2021-02-28 07:01:11,afiezatulakhma,"minggu ni work from home, ayuh kita berusaha dengan gigih!",1
1362246583580942337,2021-02-18 03:44:29,UnivTerbuka,"@Hukama_Hilmy [2/2] Untuk layanan bantuan belajar, UT menyediakan layanan Tutorial Online dan Tutorial Tatap Muka. 

Info lengkapnya pd katalog penyelenggaraan 220/2021 edisi 2 di https://t.co/HQZYUjYYH6 atau hub Hallo UT di 1500024 (tkn 0 u/bicara dgn call center)
Terima kasih

CC_Jen",1
1361494976501145606,2021-02-16 01:57:52,Estebu___,Selama jadi mahasiswa ga pernah ngerasain kelas daring. Pas kerja tiap hari daring muluu,1
1366232021593284609,2021-03-01 03:41:11,yuniar_dwi,Hari pertama wfh lagi. Bingung mulai dari mana saking lamanya rebahan. Antara senang tapi kaya sayang.,1
1361475958692225025,2021-02-16 00:42:18,Fifin__ff,Cola mau ikut kuliah online mbak https://t.co/640yoH1Ouu,1
1361520261120450561,2021-02-16 03:38:20,EnkKipotrid123,@mikanakal99 Kamu gak ke kantor ko online trd,0
1363044139768586245,2021-02-20 08:33:41,collegemenfess,[cm] info dong ada yg pernah magang dikompas? itu sistemnya wfh ya?makasih,1
1365129084011913219,2021-02-26 02:38:31,aiyenagisajin,"AKU BUTUH TRANS INDO :)
LG KELAS ONLINE AKU INI TOLONG :)",1
1362873367301296131,2021-02-19 21:15:06,_ketiduranterus,"""pak wfh ya, banjir""

alasan valid jakartans",1
1362290627958874112,2021-02-18 06:39:30,ADonghaelee,Wow adek aku ada kelas online trus temennya ada yang salah kirim chat ke everyone di zoom pdhl ada dosennya omg omg omg 🙀🙀😱😱😱😱😱 https://t.co/hHUaGWEeio,0
1362972597961388036,2021-02-20 03:49:24,Ay_bucinBangtan,"@aerchivex Ya jangan minta , kasian . Kamu Masi sekolah? Kerja online aja",1
1362635155509182465,2021-02-19 05:28:32,bunsondan,@raissa_101 atasanku wfh kasjakskwk degdegan akutu kalo di kantor sendiri wkwkwkwkw,1
1364940696067575816,2021-02-25 14:09:55,sexiest_Garbage,Pen wfh terus w. Uda lupa cara berinteraksi sama manusia lain,1
1365227375353417728,2021-02-26 09:09:05,dipanggilbaris,"Adik adik tercinta, kalau memang tidak ada tugas jangan bilang banyak tugas , kalau memang tidak ada kelas online jangan bilang ada kelas hanya demi menghindari orang tua mu yang mau minta tolong di rumah, ya.... ❤️",1
1361164055931592704,2021-02-15 04:02:54,oktavianusalvin,"@subtanyarl Lebih penting spek sih nder, kalau kuliah cuma perlu ms office dan online meeting minim ram 4gb ssd, merek ga ngaruh banyak asus/acer/ lenovo/hp dll dan harga paling 4-5an",1
1364304174561726464,2021-02-23 20:00:37,lonjwns,"Perkara uang bayaran kuliah misalnya. Kan jd polemik di banyak universitas (terutama negeri) krn pembelajaran online tuh.
Bayangin aja kalo gaada orang yg bersedia ngurusin organisasi kampus. Gak bakal ada yg bakal mengimbangi dan mengawasi kebijakan2 yg dibuat oleh rektorat.",0
1362771877328904193,2021-02-19 14:31:49,dodon_jerry,"Layanan Mobile JKN mempermudah antrian
Ngga perlu dateng pagi pagi dan menunggu lama hanya untuk nomor antrian lagi
 https://t.co/iDTl2nVF8l

#BPJSKesehatan #BPJSMelayani
#GotongRoyongSemuaTertolong #JKNHadirUntukRakyat https://t.co/nGudo2PTkg",1
1363660177954594817,2021-02-22 01:21:36,sy_ekak,Senin kuliah daring selalu🌈,1
1365232492131667975,2021-02-26 09:29:25,enuuuyyyyy,"Pertama tadi pagi udah siap siap tau tau sakit perut bgt jadi akhirnya ijin buat wfh
Abis itu konsul dokter grab, dikasih resep obat banyak pol 😐",0
1365134218083229696,2021-02-26 02:58:55,vkookni,@gryffinseok Lagi wfh ya kaa??,1
1360432953285701632,2021-02-13 03:37:46,mbakSan_,"@m_rovik Iya sementara, ga wfh, mmg dirumahkan. Bulan ini dirumahkan, bulan depan masuk, gitu",1
1362618192539963398,2021-02-19 04:21:07,yooknanari,Ternyata aku gak kuat ikut kuliah online 😭😭😭,0
1361511184046850050,2021-02-16 03:02:16,idunnoyau,kalo kuliah luar kota tp kuliah online harus satu daerah kampusnya ga si?,1
1363029485776330752,2021-02-20 07:35:27,CStupoker,"@MeikiMouse @cerpelainakal Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
1362314819483877376,2021-02-18 08:15:38,akuntansiupnvy,"Dalam rangka program Merdeka Belajar Kampus Merdeka (MBKM) mahasiswa UPNVY diberi kesempatan utk mengambil Mata Kuliah di luar kampus secara daring  bagi yg memenuhi persyaratan. Pendaftaran plg lambat tgl 25 Feb 2021. Tunggu apalagi, buruan daftar ❤️: https://t.co/QplG81XRQr",1
1363424239315902471,2021-02-21 09:44:04,WicaksonoIrsam,"*MENAKAR SKB 3 MENTERI DI TENGAH PEMBELAJARAN ONLINE*

Setahun covid-19 ‘menghalangi’ pembelajaran offline. Berbagai kesulitan dihadapi oleh guru, orang tua dan siswa. Dalam kondisi begitu, bukannya keluar terobosan baru dalam pembelajaran, malah keluar SKB 3 Menteri tentang ser https://t.co/W4aPyqdfWJ",0
1366093785373888516,2021-02-28 18:31:53,collegemenfess,[cm] aku ketika kuliah online ga merhatiin gara gara ngantuk eh tiba-tiba  ditunjuk :))))) https://t.co/IKlgAgdoo6,1
1362393485400154113,2021-02-18 13:28:13,impatientsissy,"Ya Allah.. diriku, kuat kuat ya buat bolak balik, buat dompet juga kuat kuat yaa kuliah online nggak ada laptop..",1
1361867550028562436,2021-02-17 02:38:20,kring_pajak,"@marschalnh Hai, Kak.

Terkait belum menerima kode verifikasi,silakan cek spam/junk email Kakak terlebih dahulu.

Kakak juga dapat mengganti email yang terdaftar di DJP Online dengan email dari penyedia layanan email berbeda selain Gmail, kemudian silakan minta kode verifikasi kembali.
(1/3)",1
1362999757677809665,2021-02-20 05:37:20,tatimmmmus,"Kuliah online, beli buku gak ya?
Tapi materi semua dari buku. Mana bukunya mihil-mihil :(",0
1362629573800824835,2021-02-19 05:06:21,thanx4nothin_,"Udh temen kantor banyak yg wfh, pada kebanjiran pula, makin sepi aja ni kantor 😭",0
1362994316319150082,2021-02-20 05:15:42,satupersen_id,"Nah untuk lo yang pingin curhat sama Mentor Satu Persen, bisa daftar di https://t.co/HlCHpiRURH yaa! https://t.co/tZzxwHa0Mc",1
1362584770463473664,2021-02-19 02:08:19,Lensa_Buruk,@beepsbib Oo samalah WFH hari ni,1
1365855867602526211,2021-02-28 02:46:29,collegemenfess,"[cm] Pagi!🌞 Aku mau survei sebentar nih, banyak dari kalian yang bilang kalau “Ah, kuliah online bikin nggak ngerti materi!” . Menurut kalian, kenapa sih bisa sampe gak ngerti materi? Karena Dosen yg gak ngadain kelas daring kah? Tugas terlalu banyak? Atau apa?",0
1364767929003249666,2021-02-25 02:43:25,Zakia_ID,"Pagi ini, acara zoom kelas anak tidak jadi digelar karena listrik mati total. Wifi pun mati. Pembelajaran akan dikirimkan guru via video di group.
Semoga listriknya segera on kembali dan anak2 bisa belajar bersama kembali, meski online 🤗 Aamiiin 🤲",1
1365173005719007232,2021-02-26 05:33:02,learnforlifee,@HOBIIMOOD kelas online pahamify yummm. aku nonton rekamannya di yt. ni linknya beb sapatau mau https://t.co/slmnCcZ5jt,1
1362086271582019584,2021-02-17 17:07:28,collegemenfess,[cm] adakah yg kuliah daring tp ukt tetap aja normal gak ada potongan sepersen pun :) nasib kampus swasta ((:,0
1361907479404179458,2021-02-17 05:17:00,pajak_negara,"Selamat Siangg #SemetonPajak👫🏻

KP2KP Negara mengadakan Kelas Pajak Online dengan mengambil tema mengenai Edukasi Perpajakan :  Hak dan Kewajiban Perpajakan Wajib Pajak Orang Pribadi yang akan dilaksanakan pada :
hari, tanggal : Kamis, 18 Februari 2021
pukul: 10.00 s.d 10.40 WITA https://t.co/3ggGebXQMs",1
1362328514976878593,2021-02-18 09:10:03,vedha6024072,"@pln_123 Belum ada yg telp kak &amp; kasi informasi ke sy, tp listrik sdh menyala,&amp; saya di info sama ibu2 komplek kalo petugas datang ke gardu komplek kami, terima kasih PLN, tlg dijaga jaringan listriknya krn posisi kami WFH &amp;anak2 sklh daring,&amp; sangat bergantung kepada ketersediaan listrik https://t.co/TP6e7Sntvm",1
1362761352763240449,2021-02-19 13:50:00,nayakagi,"@patricialeander typingnya tuh kek gini: 

Sy sngt sibuk mengatur 12 MK dan mencari t4 kuliah daring.",1
1361444793860038661,2021-02-15 22:38:27,namasteboii,"@HumansNoContext Daftar kredivo mudah banget, mau kredit hape? Bisa, mau pinjem uang juga bisa😅

yuk silahkan download dan daftar kredivo, jgn lupa siapkan KTP + NPWP dan akun belanja online seperti shopee, lazada, dll. pakai kode refferal dari kantor KRDSP015 agar tingkat acc tinggi https://t.co/nWgysjTBGI",1
1362528722083962884,2021-02-18 22:25:36,sumo993,SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/zejoa30Ooo,0
1362312412007788546,2021-02-18 08:06:04,kartinirohanii,Moki lagi nemenin kakak anggel kuliah online 🤎🐶 https://t.co/xfvQRnVVq8,1
1361925907963727872,2021-02-17 06:30:14,_dhiyaaaaaa,"enaknya online, bisa kuliah sambil liburan xixi",1
1360257720234901508,2021-02-12 16:01:27,tzuronimoo,@CallmeTann lumayan... kmaren2 online waktu udah agak jenuh kerja aja wkwk,1
1360740082886475777,2021-02-13 23:58:11,AmeliaHerdiani,"@echooche - LOWONGAN KERJA. -

✓ bisnis konsultan
✓ market analis
✓ asisten manager

  [ Bisa tes dan training secara online ]

More info :
✓ig : @amelieputri
✓line : ameliaherdiani9
✓wa : 085156556981",1
1360167165689741314,2021-02-12 10:01:37,OverseasIdol,"[#CNETZ] Platform video online yang dijuluki Youtube-nya China, #Bilibili sedang menghadapi tuduhan buruk #哔哩哔哩

https://t.co/ka9TsqCxV4",0
1366217079053934592,2021-03-01 02:41:49,autumnkkum,"Hari ini gue wfh di kamar aja karna lebih pewe ama meja kerja di kamar, yg gue takutin cuma kang paket dateng guenya gk denger karna keasikan pake earphones 😬 https://t.co/7lKAbIyKbt",1
1360868363354824704,2021-02-14 08:27:56,RumiFitria,#FlatEarthCommunity_. Pembodohan Skala Besar Besaran. #education #educational #edukasi #pendidikan #pendidikanindonesia #pendidikananak #belajar #pembelajaran #daring,0
1365239930192977921,2021-02-26 09:58:58,mewmerry,semoga wfh tetap ada meskipun udah ga pandemi lagi nantinya,1
1365921710722088960,2021-02-28 07:08:08,sahabatpickaww,"@sherpa701 bismillah jika paman berkenan saya sangat mau, butuh untuk keperluan kuliah yang sekarang ini masih daring bingung gimana lagi harus mengerjakan tugas sering kali telah dibuat dikarena file penuh jadi tidak bisa dibuka filenya😭😭",0
1366260320486981633,2021-03-01 05:33:38,tyrantfavo,@CiputMycici Lagi wfh cuman pake sarung auto bediri si joni,0
1361467235630346241,2021-02-16 00:07:38,collegemenfess,"[cm] kalian anak survei pemetaan, keluh kesah lg kelas online gini apa?",0
1362693823915171841,2021-02-19 09:21:39,kejO_Online,"@RomeSyahri @hai_why Beda kelas, CC cuman 115.",1
1364928366684504065,2021-02-25 13:20:56,msgustiii,"Sy seorang ibu yg menyambi sbg guru SMA dn suami designer WFH dg putri berusia 4 tahun. Alhamdulillah tidak pernah pakai ART, semua dihandle bareng. Kadang kasian suami karena kerap kali kerja hingga subuh, tidur sebentar lalu gantian mngurus anak krn sy harus mngajar. https://t.co/3QnAouvwaV",1
1360920641520603136,2021-02-14 11:55:40,ZestyDyanda,@dokterparu waduh tantangan yg akselerasi skali Dok mengingat saya bahkan belum S2 dan ditimpuk dg tuntutan kuliah daring yg sangat tdk saya inginkan. haha,0
1362387460131446789,2021-02-18 13:04:17,curious_fingers,@hwasabiyah Gw biasanya nonton di kantor di Fox Sports tp karena WFH cuma liat live tweets aja 🤭,1
1364378501176909825,2021-02-24 00:55:58,eraaamelia1,"@ridwanhr Izin, mohon bantuannya 🙏

Jika memenuhi kriteria:
1. Berusia 13-18 thn
2. Blum menikah
3. Tinggal bersama keluarga (selama satu bulan terakhir)
4. Sedang Pembelajaran Jarak Jauh (PJJ)/ Pembelajaran daring

Mohon bantuannya mengisi kuesioner: https://t.co/iVC9eb8RLn
Terima kasih",1
1362349748666003458,2021-02-18 10:34:25,SUN_Ponorogo,@DwiyaniDita @SukaSpongeb0b @Indosiar Kuliah S piro?  Online dong....ITS ae sethn lebih blm buka lo....,1
1362323308226564101,2021-02-18 08:49:22,subschfess,Sch! Maaf info kalo misal ikut olimpiade² online tuh dpet info biasanya dr mana sih? Pengen ikut gtuan tp tuh gatau infonya drmana😭btw kelas 11 masih bisa ikut kan??,1
1364529890276478979,2021-02-24 10:57:32,Titiantoro,"@Tegtegte @Sun_gokong_ laporkan ke BK guh, apakah ada masalah dalam pembelajaran daring atau gimana. semangat pak guru",0
1365529545843953665,2021-02-27 05:09:48,iskaSI15,"@pale__________ @adiwarnaarunika @collegemenfess Bener banget ini huhuu. Saat prodi lain dgn ringannya bahas ipk, aku yg anak teknik cuma bisa diem sambil ngelus dada 🙃
 Apa lagi kuliah daring, dahlah udah nggak mikirin ipk lagi",0
1362433353811591171,2021-02-18 16:06:38,apinkygurl,Wfh pas mandi bawa hp soalnya takut tbtb ada yg ngasih kerjaan tp trnyt gaada yg nyari eh malah hpnya yg nyemplung ke air,1
1364928181136891905,2021-02-25 13:20:12,lenirangkutiii,@allyavyn Ya sama mau beli masih mikir mikir wfh ga pake wkwk,1
1364798105321758723,2021-02-25 04:43:19,desyputrirejeki,oh kena jadwal wfh juga,1
1360216329358217219,2021-02-12 13:16:59,IndiHome,"@azereaaa Hi Kak Azer, setelah Yuda cek pada nomor layanan Kakak jaringan internetnya online namun tidak stabil. Mengenai hal tersebut sudah Yuda bantu refresh jaringannya melalui sistem, maka koneksi akan otomatis terputus sekitar 10 menit setelah itu silahkan cob(1/3)",1
1365271318548029440,2021-02-26 12:03:42,drlrst,@waruboy AC hampir sepanjang waktu selama WFH. Mungkin hampir 18-20 jam sehari. Sisanya pas buka jendela sih.,1
1362715985027821571,2021-02-19 10:49:43,dewiyeyeaaah,"Gilak, hampir setahun wfh.",0
1365544731376148482,2021-02-27 06:10:09,LawyetL,Cuma pakai zenius aja kita uda bisa belajar online dengan video pembelajaran yang lengkap,1
1362485545864028160,2021-02-18 19:34:02,merdekadotcom,"Aksi Nekat Seorang Pria Tipu Penjual Online dengan COD di Polda Metro Jaya: ""Biar penjualnya lebih percaya kalau pelaku tidak ke mana-mana. Ini kantor polisi,"" ucap Yusri. https://t.co/gdLVuZ6SvV",0
1366201477258125316,2021-03-01 01:39:49,daisytaeby,"@drxgoogie idie idie

jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
1361840800351461377,2021-02-17 00:52:03,priscilladk,"@collegemenfess Tetep jaga 100% dan bener2 dipake kalo darurat aja. Waktu itu pas masih offline, pernah tiba2 diundang ke konferensi pemuda yg berhari2 dan berasa bgt benefitnya utk lega ga mikirin kuliah dulu. Kalo online gini, dijagain karena ga pernah tau kapan sakit tapi semoga sehat terus",1
1361308706592358405,2021-02-15 13:37:42,KPPSetiabudiDua,"Nah, untuk Kawan Pajak yang masih bingung mengenai tata cara pelaporan, yuk segera daftar Kelas Pajak Online! GRATIS!",1
1361936408198352896,2021-02-17 07:11:57,nutrisarijasjus,"Online emang sucks tapi kalo mau offline jangan skrg, nanti aja pas kenaikan kelas wkwk",1
1362262790195482629,2021-02-18 04:48:53,NCKhabib,@K_FebiJKT48 kalau kuliah online ngk kangen tp kalau offline kangen bnget,1
1366102575188074496,2021-02-28 19:06:49,_etherealm,"makin hari ke hari makin ngerasa daring bikin tambah tolol. serius kuliah ini ga dapet apa"" gue pdhl udh masuk smt genap. materi gada yg ngerti. i tried to understand tpi ttp aja emg dasarnya gue tolol jd kg ngarti"". i've done nothing here but just waste my parents' money.",0
1362665901334556676,2021-02-19 07:30:42,amir_aziziii,@nzmnzrpasem Haha. Lagi untung WFH 🤔,1
1361694835187482630,2021-02-16 15:12:02,gamxteng,"@T0LOLPEDIA Kegblokan gua lagi kelas online terus sambil ngescroll twt ada video lewat gua kira video lucu taunya backsoundnya suara orang desah anjir, mana lupa ngemute temen"" gua pada ngechatin dan Dosen gua auto ""Yang sibuk sendiri tolong out dari zoom""  sound sialan 🙂 //",0
1362369903861272585,2021-02-18 11:54:31,shinta_cahya,"Lagi pengen punya asisten yang ngetikin tugas sekolah/kampus/kantor...kepoin instagram @tukangketikmlg jasa pengetikan online

#jasaketik",1
1365349586059976706,2021-02-26 17:14:42,vunfunco,Yawes lah dijalani bae positifnya mungkin banyak waktu luang kalo wfh (mungkin),0
1361149370255568896,2021-02-15 03:04:33,GrezLau,"Untuk Resep krim harus konsultasi ke dokter dulu ya, krn disesuaikan dengan kondisi wajah pasien
Konsultasinya GRATIS loh👍
Layanan Online📱WA Konsultasi Non Member : 0812 4613 5494📱WA Konsultasi Member : 0813 2521 6244
📱WA Order : 0822 4342 6951
☎️ Telp : (0271) 725119/7461137 https://t.co/3vBgRhfMfR",1
1362667031493943296,2021-02-19 07:35:12,setiyanto79,"Puji Tuhan, Terimakasih Bang @DayakNewBorn Berkat kopinya sudah saya terima pagi ini, semoga abang selalu diberkati kesuksesan, ini bisa u teman lembur buat materi pembelajaran online🙏🙏🙏 https://t.co/M5umlg69Or",1
1362648239044919297,2021-02-19 06:20:31,CStupoker,"@sangepedia Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
1364767550609887232,2021-02-25 02:41:54,toqbi,"@butifyul Iya dek, jam 5 kurang udah mulai kerja tapi masih wfh si",1
1361545516220248067,2021-02-16 05:18:42,Taffy235,@rahmadhani engga itu kelas online wkwk dosennya di bandung,1
1362965361910374401,2021-02-20 03:20:39,muhalmubarok01,"Mau cerita 
Jadi aku punya teman, dia nginap dirumah aku 3 hari terus aku pinjamin motor biar dia bisa masuk kerja, 

Setelah beberapa hari dia pulan aku coba deh minta bantu sesuatu ke dia, ehh malah chat aku di read doang padahal masi online.",1
1362298079811047426,2021-02-18 07:09:07,_alifnajmiee,Pehhh online kelas ni tahap mengantuk tu hanya allah yg tahu,0
1364880659517300741,2021-02-25 10:11:22,jessika_novia,"Kemarin nya lagi, temen si anu yg pemalas itu, lg jdwal wfh tapi dicari bos. Pas di telp komplain marah2 ktny bukan hr kerja. Eh maemunah, wfh tu work from hm, bkn holiday.",0
